band,reporter_call,reporter_grid,latitude,longitude,spots_24h,spots_72h,spots_168h,active_days_24h,active_days_72h,active_days_168h,first_seen_168h,last_seen_168h
14,KJ5IBH,EM10,30.479,-97.042,0,0,1102,0,0,2,2026-07-11 23:08:00,2026-07-12 02:18:00
14,KJ5IBH,EM10CI,30.354,-97.792,0,0,7,0,0,2,2026-07-11 23:36:00,2026-07-12 02:16:00
14,KJ5KVV,CM87,37.479,-123.042,1,1,9,1,1,2,2026-07-13 21:56:00,2026-07-16 21:16:00
14,KJ5MTR,EM10EM,30.521,-97.625,599,2356,5159,2,4,8,2026-07-10 18:10:00,2026-07-17 16:36:00
14,KJ5NWU,EM13PA,33.021,-96.708,26,33,34,1,2,3,2026-07-11 11:06:00,2026-07-17 11:20:00
14,KJ5QAW,EM12PI,32.354,-96.708,0,0,23,0,0,1,2026-07-13 21:10:00,2026-07-13 21:26:00
14,KJ5QQA,EM13,33.479,-97.042,0,1317,2977,0,1,1,2026-07-14 00:30:00,2026-07-14 23:00:00
14,KJ5QQA,EM13LA,33.021,-97.042,0,27,39,0,1,1,2026-07-14 14:48:00,2026-07-14 22:58:00
14,KJ6BXN,DM12JQ,32.688,-117.208,0,1,1,0,1,1,2026-07-14 22:44:00,2026-07-14 22:44:00
14,KJ6EI/VE7,CN88FU,48.854,-123.542,2659,8345,19324,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KJ6MKI,CM88OI,38.354,-122.792,5703,13732,28933,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KJ7ABK,DM26KA,36.021,-115.125,975,2344,4245,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KJ8T,FK18OA,18.021,-76.792,0,0,53,0,0,3,2026-07-10 17:30:00,2026-07-14 13:50:00
14,KK1D,FN31VI,41.354,-72.208,1835,5091,11521,2,4,8,2026-07-10 17:10:00,2026-07-17 16:42:00
14,KK4GGL,EL99IU,29.854,-81.292,0,0,60,0,0,3,2026-07-10 23:40:00,2026-07-13 11:32:00
14,KK4GKF,CN87US,47.771,-122.292,1604,3819,8825,2,4,8,2026-07-10 17:04:00,2026-07-17 16:58:00
14,KK4MBI,FM08XA,38.021,-78.042,86,86,86,1,1,1,2026-07-17 02:36:00,2026-07-17 11:04:00
14,KK4MBI,FM18KV,38.896,-77.125,0,0,1,0,0,1,2026-07-13 19:06:00,2026-07-13 19:06:00
14,KK4NLK,EM84BF,34.229,-83.875,2313,7091,16379,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KK4WJF,EM95,35.479,-81.042,0,0,130,0,0,1,2026-07-13 17:42:00,2026-07-13 18:12:00
14,KK6PXP,CM87VT,37.812,-122.208,2193,4381,11679,2,3,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KK6UC,DM12JV,32.896,-117.208,1078,4027,10387,2,4,8,2026-07-10 17:00:00,2026-07-17 16:54:00
14,KK7IXU,CN88NO,48.604,-122.875,8693,24670,58605,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KK7NPK,CN87NA,47.021,-122.875,0,6,6,0,1,1,2026-07-16 15:10:00,2026-07-16 15:10:00
14,KK7OEA,DN40BN,40.562,-111.875,0,0,39,0,0,1,2026-07-14 05:54:00,2026-07-14 06:50:00
14,KK7SDR,DM37,37.479,-113.042,0,0,54,0,0,1,2026-07-13 03:48:00,2026-07-13 04:20:00
14,KL3MM,DN13TP,43.646,-116.375,0,230,926,0,3,5,2026-07-12 20:46:00,2026-07-16 00:52:00
14,KL3RR,BP51AD,61.146,-149.958,1780,5048,14237,2,4,8,2026-07-10 17:00:00,2026-07-17 16:56:00
14,KL5E,AP92XV,62.896,-160.042,618,1851,4864,2,4,8,2026-07-10 17:10:00,2026-07-17 16:36:00
14,KL5SE,BP54XS,64.771,-148.042,2096,5199,10982,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KL7L,BP51IP,61.646,-149.292,4727,9790,23169,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KL7QN,BP51DC,61.104,-149.708,1330,3352,6731,2,4,8,2026-07-10 17:00:00,2026-07-17 16:56:00
14,KL7TC,BP64EV,64.896,-147.625,0,0,3,0,0,1,2026-07-14 03:50:00,2026-07-14 03:50:00
14,KM0R,DM43EH,33.312,-111.625,1684,5784,11434,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KM3T-3,FN42ET,42.812,-71.625,2052,6542,14646,2,4,8,2026-07-10 17:02:00,2026-07-17 16:56:00
14,KM4BLG/SWL,EM85QM,35.521,-82.625,62,199,438,2,4,8,2026-07-10 17:30:00,2026-07-17 16:50:00
14,KM4MZA,EM78QE,38.188,-84.625,3072,8108,16550,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KM4QXW,EM74QB,34.062,-84.625,92,351,938,2,4,8,2026-07-10 17:30:00,2026-07-17 16:50:00
14,KM4RK,EM93TD,33.146,-80.375,6469,13891,25576,1,3,6,2026-07-11 02:24:00,2026-07-17 14:36:00
14,KM4UDX,FM18IW,38.938,-77.292,6218,6218,6218,2,2,2,2026-07-16 17:20:00,2026-07-17 16:58:00
14,KM7CCG,DN17,47.479,-117.042,0,50,50,0,2,2,2026-07-14 22:00:00,2026-07-15 23:50:00
14,KM7CHT,CN85QL,45.479,-122.625,17,29,46,1,3,7,2026-07-11 04:10:00,2026-07-17 04:26:00
14,KM7DFF,CN88QM,48.521,-122.625,0,27,50,0,2,3,2026-07-13 19:38:00,2026-07-16 04:30:00
14,KM7DXC,DN45EG,45.271,-111.625,0,0,17,0,0,2,2026-07-10 18:32:00,2026-07-11 17:48:00
14,KM7GPK,DN40EN,40.562,-111.625,692,757,1452,2,2,4,2026-07-11 15:46:00,2026-07-17 16:58:00
14,KM7GZN,CN97AN,47.562,-121.958,2,2,2,1,1,1,2026-07-17 05:22:00,2026-07-17 05:24:00
14,KN0CK,EN90VG,40.271,-80.208,223,223,223,2,2,2,2026-07-16 23:38:00,2026-07-17 02:10:00
14,KN4IIQ,EM84,34.479,-83.042,0,388,388,0,1,1,2026-07-15 19:00:00,2026-07-15 21:04:00
14,KN4IQE,FM05,35.479,-79.042,0,0,1321,0,0,1,2026-07-14 00:50:00,2026-07-14 03:32:00
14,KN4RQD,FM18,38.479,-77.042,159,597,958,2,4,6,2026-07-12 02:10:00,2026-07-17 07:04:00
14,KN4RQD,FM18GH,38.312,-77.458,0,0,232,0,0,2,2026-07-10 17:30:00,2026-07-11 18:50:00
14,KN4RQD,FM18IU,38.854,-77.292,0,1,1,0,1,1,2026-07-14 22:30:00,2026-07-14 22:30:00
14,KN6LED,DM13JR,33.729,-117.208,0,0,103,0,0,1,2026-07-12 01:24:00,2026-07-12 04:26:00
14,KN6NW,DM33,33.479,-113.042,7,7,10,1,1,2,2026-07-10 21:06:00,2026-07-17 16:54:00
14,KN6TXU,DM04NE,34.188,-118.875,0,0,106,0,0,2,2026-07-13 09:10:00,2026-07-14 02:04:00
14,KN6USU,CM97DX,37.979,-121.708,0,3,3,0,1,1,2026-07-14 18:23:00,2026-07-14 18:27:00
14,KO4FXA,EM84,34.479,-83.042,0,0,746,0,0,2,2026-07-11 01:50:00,2026-07-14 00:40:00
14,KO4FXA,EM84OO,34.604,-82.792,0,589,797,0,1,2,2026-07-14 01:14:00,2026-07-16 01:14:00
14,KO4NJQ,EM67CC,37.104,-87.792,0,0,139,0,0,1,2026-07-11 23:06:00,2026-07-11 23:54:00
14,KO4PK,EL96EG,26.271,-81.625,0,0,66,0,0,1,2026-07-12 21:16:00,2026-07-12 21:24:00
14,KO4PZX,EM65SU,35.854,-86.458,0,55,55,0,1,1,2026-07-15 17:26:00,2026-07-15 17:36:00
14,KO6LJF,CM96CV,36.896,-121.792,721,721,721,1,1,1,2026-07-17 01:04:00,2026-07-17 15:02:00
14,KO6NKO,DM12,32.479,-117.042,0,18,18,0,1,1,2026-07-16 00:04:00,2026-07-16 00:14:00
14,KP4MD,CM98IQ,38.688,-121.292,6618,18353,42191,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KP4MD/4,EM96LW,36.938,-81.042,0,0,2968,0,0,3,2026-07-12 19:12:00,2026-07-14 13:28:00
14,KP4USA,EL89VD,29.146,-82.208,31,770,934,2,4,8,2026-07-10 17:00:00,2026-07-17 16:00:00
14,KPH,CM88MC,38.104,-122.958,2049,5564,25594,2,4,8,2026-07-10 18:38:00,2026-07-17 15:34:00
14,KPH2,CM88MC,38.104,-122.958,9579,28493,65534,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KQ2Y,FN31GN,41.562,-73.458,8881,23833,56457,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KQ4NWD,EM60RT,30.812,-86.542,0,0,99,0,0,1,2026-07-11 15:34:00,2026-07-11 17:00:00
14,KQ4OYI,EM64OG,34.271,-86.792,16,136,167,1,2,2,2026-07-14 16:32:00,2026-07-16 18:24:00
14,KQ4PLL,EM63UM,33.521,-86.292,346,1024,2582,2,4,8,2026-07-10 17:10:00,2026-07-17 16:50:00
14,KQ4VPE,EL98FM,28.521,-81.542,0,0,26,0,0,1,2026-07-11 06:52:00,2026-07-11 07:00:00
14,KQ4YTA,EM95OI,35.354,-80.792,0,234,367,0,1,2,2026-07-13 02:08:00,2026-07-15 23:30:00
14,KQ4ZNB,FM05WS,35.771,-78.125,0,566,566,0,2,2,2026-07-14 19:50:00,2026-07-15 19:18:00
14,KQ9RSS,EM59NU,39.854,-88.875,16137,41127,77957,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KR1ATC,FM05SP,35.646,-78.458,0,0,370,0,0,1,2026-07-11 20:02:00,2026-07-11 20:42:00
14,KR4CMR,EL97,27.479,-81.042,0,33,33,0,1,1,2026-07-16 15:14:00,2026-07-16 15:28:00
14,KR4CSE,EM70DE,30.188,-85.708,0,1511,13427,0,2,6,2026-07-10 17:10:00,2026-07-15 02:10:00
14,KR4DBJ,EM56NI,36.354,-88.875,0,1387,1649,0,3,3,2026-07-14 13:08:00,2026-07-16 15:26:00
14,KR4EJX,FM18FR,38.729,-77.542,0,11,11,0,1,1,2026-07-15 17:53:00,2026-07-15 18:09:00
14,KR4EZM,EM80BS,30.771,-83.875,0,0,83,0,0,1,2026-07-10 17:00:00,2026-07-10 19:04:00
14,KR4FJQ,FM08XX,38.979,-78.042,0,0,650,0,0,1,2026-07-11 15:32:00,2026-07-11 20:40:00
14,KR4FPC,EL98BW,28.938,-81.875,0,0,30,0,0,1,2026-07-13 15:50:00,2026-07-13 16:04:00
14,KR4IQW,EM85MM,35.521,-82.958,0,0,25,0,0,1,2026-07-12 16:10:00,2026-07-12 16:30:00
14,KR4JUQ,EM78,38.479,-85.042,0,311,311,0,1,1,2026-07-15 04:06:00,2026-07-15 07:54:00
14,KR4JUQ,EM78CH,38.312,-85.792,0,4,4,0,1,1,2026-07-15 05:00:00,2026-07-15 07:30:00
14,KR4LHQ,FM17,37.479,-77.042,0,7,7,0,1,1,2026-07-16 13:24:00,2026-07-16 13:36:00
14,KR4LRY,EM96KD,36.146,-81.125,0,0,2,0,0,1,2026-07-13 22:14:00,2026-07-13 22:14:00
14,KR4NJ,FM05OV,35.896,-78.792,761,761,926,1,1,2,2026-07-12 11:26:00,2026-07-16 22:24:00
14,KR8MER,EN71XA,41.021,-84.042,219,761,2053,2,4,8,2026-07-10 17:06:00,2026-07-17 16:38:00
14,KT6DIB,CM98UA,38.021,-120.292,0,0,17,0,0,1,2026-07-10 20:20:00,2026-07-10 21:06:00
14,KU4A,EM78,38.479,-85.042,589,899,899,2,3,3,2026-07-15 23:10:00,2026-07-17 16:50:00
14,KU4BY,FM16VF,36.229,-76.208,505,1427,3326,2,4,8,2026-07-10 17:10:00,2026-07-17 16:50:00
14,KV0S,EM38TV,38.896,-92.375,7540,18830,39334,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KV4LP,EL95UX,25.979,-80.292,0,360,924,0,2,5,2026-07-11 18:06:00,2026-07-15 03:48:00
14,KW4TN,EM75VU,35.854,-84.208,25,92,289,1,4,8,2026-07-10 18:02:00,2026-07-17 16:52:00
14,KW7MM,DM42MM,32.521,-110.958,9354,26253,68290,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KX4AZ/A,EM83HW,33.938,-83.375,7807,22866,45764,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KX4AZ/T,EN74GC,44.104,-85.458,15714,42917,93682,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KX4O,FM18CP,38.646,-77.792,9361,25020,55489,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,KX4TH,DM78PW,38.938,-104.708,218,695,1720,2,4,8,2026-07-10 18:00:00,2026-07-17 16:28:00
14,KX7VHF,CN87TN,47.562,-122.375,0,175,175,0,1,1,2026-07-16 05:08:00,2026-07-16 06:30:00
14,KY4HL,FM03SV,33.896,-78.458,0,0,6,0,0,1,2026-07-11 23:05:00,2026-07-11 23:05:00
14,KZ4IK,FM08VI,38.354,-78.208,260,2516,7398,2,4,8,2026-07-10 17:10:00,2026-07-17 16:50:00
14,KZ4KC,EL89SP,29.646,-82.458,0,0,12,0,0,1,2026-07-12 13:56:00,2026-07-12 14:00:00
14,KZ4MR/A,FM19FC,39.104,-77.542,1,4,7,1,3,5,2026-07-11 00:48:00,2026-07-17 12:52:00
14,KZ5MH,EM75,35.479,-85.042,0,0,37,0,0,1,2026-07-12 17:58:00,2026-07-12 18:30:00
14,LA1DPA,JP88DT,68.812,16.292,0,0,143,0,0,2,2026-07-10 19:48:00,2026-07-13 21:02:00
14,LA1ZM,JO38IG,58.271,6.708,0,0,35901,0,0,4,2026-07-10 17:00:00,2026-07-13 05:48:00
14,LA3FY/2,JP40FJ,60.396,8.458,3548,10657,28150,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,LA3RLA,JP53HK,63.438,10.625,0,0,4,0,0,1,2026-07-12 20:30:00,2026-07-12 20:32:00
14,LA4ZCA,JO59JX,59.979,10.792,0,0,49,0,0,1,2026-07-12 14:44:00,2026-07-12 14:46:00
14,LA6IMA,JP32KT,62.812,6.875,526,1448,4791,2,4,8,2026-07-10 17:00:00,2026-07-17 16:54:00
14,LA9KMA,JO32BE,52.188,6.125,5553,12644,25424,2,4,7,2026-07-11 22:12:00,2026-07-17 16:58:00
14,LA9RKA,JP65VV,65.896,13.792,65,249,736,2,4,8,2026-07-10 19:10:00,2026-07-17 09:10:00
14,LB1CK,JO59,59.479,10.958,0,0,2,0,0,1,2026-07-14 11:18:00,2026-07-14 11:18:00
14,LB5MA,JP20KT,60.812,4.875,0,0,103,0,0,1,2026-07-14 04:30:00,2026-07-14 07:10:00
14,LB5SJ,JO59KW,59.938,10.875,0,0,4,0,0,1,2026-07-12 14:38:00,2026-07-12 14:48:00
14,LB8LH,JP20QI,60.354,5.375,0,60,60,0,1,1,2026-07-15 08:48:00,2026-07-15 09:54:00
14,LLN201,DO23UV,53.896,-114.292,252,839,1801,1,3,7,2026-07-11 05:00:00,2026-07-17 10:24:00
14,LU1140SWL,GF05SJ,-34.604,-58.458,2,2,2,1,1,1,2026-07-16 19:06:00,2026-07-16 19:16:00
14,LU1ESY,GF05QI,-34.646,-58.625,1,1,1,1,1,1,2026-07-16 17:06:00,2026-07-16 17:06:00
14,LU1ESY8,GF05QI,-34.646,-58.625,2,2,2,1,1,1,2026-07-16 17:14:00,2026-07-16 17:16:00
14,LU1ESY9,GF05QI,-34.646,-58.625,25,25,25,1,1,1,2026-07-17 02:00:00,2026-07-17 14:58:00
14,LU1HKO,FF78VN,-31.438,-64.208,0,54,81,0,2,3,2026-07-13 00:20:00,2026-07-15 00:10:00
14,LU3JIJ,GF06IV,-33.104,-59.292,71,193,443,2,4,8,2026-07-10 17:28:00,2026-07-17 16:50:00
14,LU5AKF,GF05,-34.521,-59.042,0,0,22,0,0,2,2026-07-11 23:06:00,2026-07-12 05:06:00
14,LU5HBX,FF78VO,-31.396,-64.208,171,512,1211,2,4,8,2026-07-10 17:00:00,2026-07-17 16:50:00
14,LU8ANS,GF05SJ,-34.604,-58.458,6,6,6,1,1,1,2026-07-17 13:28:00,2026-07-17 14:10:00
14,LU8MIL,FF57,-32.521,-69.042,615,2215,5305,2,4,8,2026-07-10 17:00:00,2026-07-17 16:50:00
14,LW6DLS,GF05QF,-34.771,-58.625,70,263,616,2,4,8,2026-07-10 21:40:00,2026-07-17 16:46:00
14,LW8EXS,GF05HI,-34.646,-59.375,0,0,53,0,0,1,2026-07-12 16:00:00,2026-07-12 19:14:00
14,LX1LC,JN39EP,49.646,6.375,3463,11406,27833,2,4,8,2026-07-10 17:00:00,2026-07-17 16:56:00
14,LX2JV,JN29VT,49.812,5.792,132,340,2243,2,4,8,2026-07-10 17:20:00,2026-07-17 16:50:00
14,LY1WS,KO25DA,55.021,24.292,0,0,352,0,0,2,2026-07-13 09:06:00,2026-07-14 05:32:00
14,LY3FF-11,KO25HA,55.021,24.625,4981,12814,27012,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,LYA56,KO14XW,54.938,23.958,0,40,40,0,1,1,2026-07-16 07:30:00,2026-07-16 08:24:00
14,LZ1BM,KN12PQ,42.688,23.292,0,0,2,0,0,1,2026-07-11 10:38:00,2026-07-11 10:40:00
14,LZ2RKG,KN12QR,42.729,23.375,0,0,984,0,0,2,2026-07-11 21:34:00,2026-07-12 21:58:00
14,LZ2RKG,KN33NF,43.229,27.125,0,0,3763,0,0,4,2026-07-10 22:10:00,2026-07-13 14:56:00
14,M0EYT,IO80XS,50.771,-2.042,0,9,19,0,2,4,2026-07-12 17:56:00,2026-07-16 02:30:00
14,M0GUC,IO82WL,52.479,-2.125,14,16,49,1,2,5,2026-07-12 07:06:00,2026-07-17 14:46:00
14,M0HTB,IO81TJ,51.396,-2.375,0,263,750,0,2,6,2026-07-10 18:22:00,2026-07-15 14:14:00
14,M0JBM,IO81VU,51.854,-2.208,0,0,548,0,0,3,2026-07-11 08:24:00,2026-07-14 08:30:00
14,M0JYE,JO02PP,52.646,1.292,0,115,115,0,1,1,2026-07-16 12:20:00,2026-07-16 13:22:00
14,M0KNC,IO91,51.479,-1.042,0,0,419,0,0,3,2026-07-12 14:58:00,2026-07-14 13:16:00
14,M0KNC,IO91IB,51.062,-1.292,355,355,355,1,1,1,2026-07-17 08:44:00,2026-07-17 16:58:00
14,M0KNC-RX,IO91HB,51.062,-1.375,0,0,17,0,0,1,2026-07-13 15:08:00,2026-07-13 16:40:00
14,M0LHJ,IO82LU,52.854,-3.042,0,0,78,0,0,1,2026-07-11 17:00:00,2026-07-11 18:10:00
14,M0LLP,IO87WC,57.104,-2.125,418,1468,2981,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,M0LTE,IO91ML,51.479,-0.958,229,760,1836,2,4,8,2026-07-10 17:06:00,2026-07-17 16:54:00
14,M0PPP,IO93GM,53.521,-1.458,0,0,10,0,0,1,2026-07-11 16:48:00,2026-07-11 16:56:00
14,M0PWX,JO01IJ,51.396,0.708,543,1830,5005,2,4,8,2026-07-10 17:10:00,2026-07-17 16:50:00
14,M0RBD,IO92OA,52.021,-0.792,0,69,128,0,2,3,2026-07-13 14:46:00,2026-07-15 14:08:00
14,M0TXP,IO83ML,53.479,-2.958,0,0,2616,0,0,3,2026-07-11 12:58:00,2026-07-13 11:56:00
14,M0UNI,IO82RW,52.938,-2.542,352,404,1273,2,2,5,2026-07-11 07:30:00,2026-07-17 15:50:00
14,M0VNP,IO81RL,51.479,-2.542,203,350,520,1,3,6,2026-07-12 09:22:00,2026-07-17 08:56:00
14,M0VOB-SDR,IO93DT,53.812,-1.708,100,224,691,2,4,8,2026-07-10 19:28:00,2026-07-17 04:40:00
14,M0WHU,JO01IN,51.562,0.708,720,5765,13298,2,4,8,2026-07-10 17:02:00,2026-07-17 16:56:00
14,M0WMG,IO95EA,55.021,-1.625,986,3524,6493,2,4,6,2026-07-12 11:22:00,2026-07-17 16:54:00
14,M0XDC,JO01DQ,51.688,0.292,0,0,1163,0,0,3,2026-07-10 17:10:00,2026-07-12 07:50:00
14,M1EVN,JO01,51.479,0.958,0,0,22,0,0,1,2026-07-13 06:50:00,2026-07-13 07:40:00
14,M1FHB,IO81XG,51.271,-2.042,0,0,1383,0,0,4,2026-07-11 13:40:00,2026-07-14 03:50:00
14,M1JKL,IO82TC,52.104,-2.375,27,118,260,1,3,6,2026-07-11 12:02:00,2026-07-17 13:58:00
14,M1MCL,IO93FQ,53.688,-1.542,51,907,1666,1,3,6,2026-07-10 17:50:00,2026-07-16 19:10:00
14,M3GBZ,IO84NV,54.896,-2.875,0,0,12,0,0,2,2026-07-13 10:55:00,2026-07-14 06:15:00
14,M6GQU,IO92FM,52.521,-1.542,69,212,531,2,4,8,2026-07-10 17:28:00,2026-07-17 16:54:00
14,M6VPN,IO94,54.479,-1.042,0,0,1532,0,0,4,2026-07-10 22:46:00,2026-07-14 05:40:00
14,M6VPN,IO94EX,54.979,-1.625,0,0,140,0,0,3,2026-07-10 22:46:00,2026-07-14 05:36:00
14,M6VPN,IO94LL,54.479,-1.042,0,0,70,0,0,2,2026-07-10 23:38:00,2026-07-11 10:14:00
14,M6XOF,IO91,51.479,-1.042,675,1718,1718,2,3,3,2026-07-15 20:14:00,2026-07-17 16:54:00
14,M7ANY,IO93NB,53.062,-0.875,23,23,23,1,1,1,2026-07-17 14:54:00,2026-07-17 15:02:00
14,M7DYR,IO70,50.479,-5.042,6,6,6,1,1,1,2026-07-17 14:50:00,2026-07-17 14:50:00
14,M7DYR,IO70IC,50.104,-5.292,0,55,339,0,2,3,2026-07-13 14:40:00,2026-07-15 08:50:00
14,M7IAF,JO01FR,51.729,0.458,501,501,501,1,1,1,2026-07-17 13:36:00,2026-07-17 16:58:00
14,M7KYX,IO70WJ,50.396,-4.125,0,0,6,0,0,1,2026-07-13 23:04:00,2026-07-13 23:12:00
14,M7LZT,IO83WM,53.521,-2.125,998,3143,7599,2,4,8,2026-07-10 17:00:00,2026-07-17 16:56:00
14,M7NXS,IO93LX,53.979,-1.042,174,852,2131,2,4,8,2026-07-10 17:06:00,2026-07-17 16:56:00
14,M7UYT,IO91IF,51.229,-1.292,0,0,109,0,0,1,2026-07-11 12:06:00,2026-07-11 13:42:00
14,M7WWX,IO80XT,50.812,-2.042,283,701,1592,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,M8KTP,IO93LE,53.188,-1.042,0,0,263,0,0,2,2026-07-11 12:58:00,2026-07-12 11:26:00
14,M9ISW,IO90KT,50.812,-1.125,0,1,1,0,1,1,2026-07-15 06:32:00,2026-07-15 06:32:00
14,M9PSY,IO86HA,56.021,-3.375,7184,22992,58203,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,M9PSY-1,IO86HA,56.021,-3.375,6617,21036,53625,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,M9PSY-2,IO86HA,56.021,-3.375,3607,11843,28809,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,M9TWM,IO93FJ,53.396,-1.542,643,2406,5366,2,4,8,2026-07-10 17:00:00,2026-07-17 16:54:00
14,MA3265SWL,IO91,51.479,-1.042,0,0,15,0,0,1,2026-07-11 19:16:00,2026-07-11 19:16:00
14,MD0WXN,IO74SH,54.312,-4.458,0,27,27,0,1,1,2026-07-16 15:46:00,2026-07-16 16:04:00
14,MI7GCZ,IO74AM,54.521,-5.958,0,0,134,0,0,2,2026-07-11 12:12:00,2026-07-12 09:30:00
14,MM0CZM,IO75SW,55.938,-4.458,6,6,6,1,1,1,2026-07-17 14:30:00,2026-07-17 16:10:00
14,MM0ZFG/P,IO76LT,56.812,-5.042,0,38,38,0,1,1,2026-07-14 20:14:00,2026-07-14 20:24:00
14,MM5AES,IO85DV,55.896,-3.708,0,6,6,0,1,1,2026-07-15 09:12:00,2026-07-15 22:02:00
14,MM7YKZ,IO75TV,55.896,-4.375,151,158,251,2,3,5,2026-07-12 18:30:00,2026-07-17 12:10:00
14,MM7YTR,IO75XU,55.854,-4.042,0,0,539,0,0,3,2026-07-11 21:58:00,2026-07-13 22:16:00
14,MM8KZF,IO77VL,57.479,-4.208,4,14,41,1,2,6,2026-07-10 17:50:00,2026-07-16 20:04:00
14,MW0BYS,IO71MR,51.729,-4.958,1574,2209,2209,1,2,2,2026-07-14 21:08:00,2026-07-16 21:02:00
14,MW1MDH,IO83ME,53.188,-2.958,0,0,377,0,0,3,2026-07-10 22:12:00,2026-07-12 13:48:00
14,MW7EYC,IO81PP,51.646,-2.708,0,0,152,0,0,1,2026-07-11 11:58:00,2026-07-11 18:10:00
14,MW7SIF,IO72WO,52.604,-4.125,1738,6169,13421,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,MW9JEZ,IO81PR,51.729,-2.708,0,0,1,0,0,1,2026-07-12 19:14:00,2026-07-12 19:14:00
14,N0CALL,IO92OB,52.062,-0.792,105,253,593,2,4,8,2026-07-10 18:30:00,2026-07-17 16:54:00
14,N0CALL,IO93US,53.771,-0.292,4,4,4,1,1,1,2026-07-17 14:28:00,2026-07-17 14:34:00
14,N0CALL,JN06EM,46.521,0.375,0,219,573,0,1,1,2026-07-14 13:20:00,2026-07-14 19:44:00
14,N0CALL,JO22KV,52.896,4.875,13,81,303,2,4,7,2026-07-10 18:26:00,2026-07-17 16:18:00
14,N0CALL12,EM12PT,32.812,-96.708,0,592,635,0,1,2,2026-07-10 20:20:00,2026-07-15 23:17:00
14,N0CALL2FFC87,EN50MM,40.521,-88.958,9,17,34,2,4,7,2026-07-10 20:50:00,2026-07-17 15:00:00
14,N0COQ,OL39EI,29.354,106.375,244,681,1850,2,4,8,2026-07-10 17:12:00,2026-07-17 16:32:00
14,N0GQ,DM79PI,39.354,-104.708,3,5,6,2,3,4,2026-07-13 22:06:00,2026-07-17 12:06:00
14,N0HAQ,OL62TI,22.354,113.625,508,2171,4635,2,4,8,2026-07-10 17:02:00,2026-07-17 16:44:00
14,N0KAM,DN84HA,44.021,-103.375,423,1020,2022,2,4,8,2026-07-10 17:30:00,2026-07-17 16:58:00
14,N0KSU,EM19RF,39.229,-96.542,1356,3278,8424,1,4,8,2026-07-10 17:10:00,2026-07-17 11:30:00
14,N0LUF,DM78,38.479,-105.042,0,1093,3722,0,2,4,2026-07-12 23:50:00,2026-07-15 19:10:00
14,N0LUF,DM78PS,38.771,-104.708,691,706,706,1,2,2,2026-07-15 19:36:00,2026-07-17 16:50:00
14,N0LX,DM79,39.479,-105.042,0,330,330,0,2,2,2026-07-15 16:30:00,2026-07-16 05:42:00
14,N0LX,DM79OP,39.646,-104.792,0,3,3,0,1,1,2026-07-16 02:24:00,2026-07-16 03:34:00
14,N0QDS,EN35GA,45.021,-93.458,2554,7357,16961,2,4,8,2026-07-10 17:00:00,2026-07-17 16:58:00
14,N0RAQ,CN87VQ,47.688,-122.208,0,0,13,0,0,1,2026-07-14 00:16:00,2026-07-14 01:42:00
14,N0STP,EN34KW,44.938,-93.125,0,0,4040,0,0,2,2026-07-13 03:54:00,2026-07-14 03:30:00
14,N0SYU,OL62NA,22.021,113.125,193,610,1178,2,4,8,2026-07-10 17:42:00,2026-07-17 12:54:00
14,N1LUK,FN31MJ,41.396,-72.958,1,1,1,1,1,1,2026-07-17 00:22:00,2026-07-17 00:22:00
14,N1RB,EN81DJ,41.396,-83.708,0,0,506,0,0,1,2026-07-12 21:16:00,2026-07-12 23:22:00
14,N1RWJ,FN41FR,41.729,-71.542,1431,1431,1431,2,2,2,2026-07-16 18:18:00,2026-07-17 03:18:00
